mRNA,GO,Term,Annotated,Significant,Expected,Fisher,ontology,sig.prop,Month
evm.TU.chromosome_5.430_evm.TU.chromosome_5.431_evm.TU.chromosome_5.432,GO:0006691,leukotriene metabolic process,31,3,0.47,0.03021,Cellular Components,0.09677419355,February
evm.TU.chromosome_5.2140,GO:1900227,positive regulation of NLRP3 inflammasome complex a...,13,2,0.2,0.0163,Cellular Components,0.1538461538,February
evm.TU.chromosome_5.2517,GO:0006691,leukotriene metabolic process,31,3,0.47,0.03021,Cellular Components,0.09677419355,February
evm.TU.chromosome_5.1817,GO:0051897,positive regulation of phosphatidylinositol 3-kinas...,71,4,1.09,0.02347,Cellular Components,0.05633802817,February
evm.TU.chromosome_5.798,GO:0001568,blood vessel development,585,12,8.96,0.01126,Cellular Components,0.02051282051,February
evm.TU.chromosome_5.1551,GO:0015986,proton motive force-driven ATP synthesis,15,2,0.23,0.02151,Cellular Components,0.1333333333,February
evm.TU.chromosome_5.1551,GO:0015986,proton motive force-driven ATP synthesis,15,2,0.23,0.02151,Cellular Components,0.1333333333,February
evm.TU.chromosome_5.2116,GO:1900227,positive regulation of NLRP3 inflammasome complex a...,13,2,0.2,0.0163,Cellular Components,0.1538461538,February
evm.TU.chromosome_5.1019,GO:0071230,cellular response to amino acid stimulus,77,6,1.18,0.00116,Cellular Components,0.07792207792,February
evm.TU.chromosome_5.551,GO:0008217,regulation of blood pressure,362,9,5.54,0.0278,Cellular Components,0.02486187845,February
evm.TU.chromosome_5.2624,GO:0070374,positive regulation of ERK1 and ERK2 cascade,164,9,2.51,0.00097,Cellular Components,0.05487804878,February
evm.TU.chromosome_5.674,GO:0001501,skeletal system development,565,13,8.65,0.00039,Cellular Components,0.02300884956,February
evm.TU.chromosome_5.1335,GO:0030261,chromosome condensation,37,4,0.57,0.00239,Cellular Components,0.1081081081,February
evm.TU.chromosome_5.1335,GO:0006334,nucleosome assembly,100,14,1.53,3.80E-10,Cellular Components,0.14,February
evm.TU.chromosome_5.1335,GO:0006334,nucleosome assembly,100,14,1.53,3.80E-10,Cellular Components,0.14,February
evm.TU.chromosome_5.769,GO:0006730,one-carbon metabolic process,37,3,0.57,0.0188,Cellular Components,0.08108108108,February
evm.TU.chromosome_5.1809,GO:0051603,proteolysis involved in protein catabolic process,466,7,7.14,0.01245,Cellular Components,0.01502145923,February
evm.TU.chromosome_5.1809,GO:0046677,response to antibiotic,76,4,1.16,0.02922,Cellular Components,0.05263157895,February
evm.TU.chromosome_5.1105,GO:0070374,positive regulation of ERK1 and ERK2 cascade,164,9,2.51,0.00097,Cellular Components,0.05487804878,February
evm.TU.chromosome_5.1226,GO:0007017,microtubule-based process,566,15,8.67,9.30E-06,Cellular Components,0.02650176678,February
evm.TU.chromosome_5.1226,GO:0007017,microtubule-based process,566,15,8.67,9.30E-06,Cellular Components,0.02650176678,February
evm.TU.chromosome_5.127,GO:0030514,negative regulation of BMP signaling pathway,51,4,0.78,0.00764,Cellular Components,0.07843137255,February
evm.TU.chromosome_5.127,GO:0001501,skeletal system development,565,13,8.65,0.00039,Cellular Components,0.02300884956,February
evm.TU.chromosome_5.127,GO:0030514,negative regulation of BMP signaling pathway,51,4,0.78,0.00764,Cellular Components,0.07843137255,February
evm.TU.chromosome_5.123,GO:0030514,negative regulation of BMP signaling pathway,51,4,0.78,0.00764,Cellular Components,0.07843137255,February
evm.TU.chromosome_5.123,GO:0030514,negative regulation of BMP signaling pathway,51,4,0.78,0.00764,Cellular Components,0.07843137255,February
evm.TU.chromosome_5.593,GO:0070374,positive regulation of ERK1 and ERK2 cascade,164,9,2.51,0.00097,Cellular Components,0.05487804878,February
evm.TU.chromosome_5.569,GO:0006334,nucleosome assembly,100,14,1.53,3.80E-10,Cellular Components,0.14,February
evm.TU.chromosome_5.569,GO:0006334,nucleosome assembly,100,14,1.53,3.80E-10,Cellular Components,0.14,February
evm.TU.chromosome_5.568,GO:0030198,extracellular matrix organization,309,17,4.73,0.00031,Cellular Components,0.05501618123,February
evm.TU.chromosome_5.568,GO:0030903,notochord development,34,4,0.52,0.00774,Cellular Components,0.1176470588,February
evm.TU.chromosome_5.568,GO:0006334,nucleosome assembly,100,14,1.53,3.80E-10,Cellular Components,0.14,February
evm.TU.chromosome_5.568,GO:0010634,positive regulation of epithelial cell migration,53,4,0.81,0.00874,Cellular Components,0.07547169811,February
evm.TU.chromosome_5.568,GO:0001501,skeletal system development,565,13,8.65,0.00039,Cellular Components,0.02300884956,February
evm.TU.chromosome_5.310,GO:0070374,positive regulation of ERK1 and ERK2 cascade,164,9,2.51,0.00097,Cellular Components,0.05487804878,February
evm.TU.chromosome_5.887,GO:0030198,extracellular matrix organization,309,17,4.73,0.00031,Cellular Components,0.05501618123,February
evm.TU.chromosome_5.1521,GO:0007266,Rho protein signal transduction,162,5,2.48,0.00578,Cellular Components,0.03086419753,February
evm.TU.chromosome_5.1520,GO:0007266,Rho protein signal transduction,162,5,2.48,0.00578,Cellular Components,0.03086419753,February
evm.TU.chromosome_5.1523,GO:0007266,Rho protein signal transduction,162,5,2.48,0.00578,Cellular Components,0.03086419753,February
evm.TU.chromosome_5.1522,GO:0007266,Rho protein signal transduction,162,5,2.48,0.00578,Cellular Components,0.03086419753,February
evm.TU.chromosome_5.1146,GO:0006309,apoptotic DNA fragmentation,15,3,0.23,0.01165,Cellular Components,0.2,February
evm.TU.chromosome_5.1146,GO:0006334,nucleosome assembly,100,14,1.53,3.80E-10,Cellular Components,0.14,February
evm.TU.chromosome_5.1146,GO:0006334,nucleosome assembly,100,14,1.53,3.80E-10,Cellular Components,0.14,February
evm.TU.chromosome_5.1145,GO:0070374,positive regulation of ERK1 and ERK2 cascade,164,9,2.51,0.00097,Cellular Components,0.05487804878,February
evm.TU.chromosome_5.131,GO:0071230,cellular response to amino acid stimulus,77,6,1.18,0.00116,Cellular Components,0.07792207792,February
evm.TU.chromosome_5.131,GO:0071230,cellular response to amino acid stimulus,77,6,1.18,0.00116,Cellular Components,0.07792207792,February
evm.TU.chromosome_5.670,GO:0030199,collagen fibril organization,84,8,1.29,4.30E-05,Cellular Components,0.09523809524,February
evm.TU.chromosome_5.2469,GO:0006334,nucleosome assembly,100,14,1.53,3.80E-10,Cellular Components,0.14,February
evm.TU.chromosome_5.2469,GO:0006334,nucleosome assembly,100,14,1.53,3.80E-10,Cellular Components,0.14,February
evm.TU.chromosome_5.1007,GO:0071230,cellular response to amino acid stimulus,77,6,1.18,0.00116,Cellular Components,0.07792207792,February
evm.TU.chromosome_5.1900,GO:0042744,hydrogen peroxide catabolic process,41,5,0.63,0.00039,Cellular Components,0.1219512195,February
evm.TU.chromosome_5.163,GO:0046677,response to antibiotic,76,4,1.16,0.02922,Cellular Components,0.05263157895,February
evm.TU.chromosome_6.1729,GO:0070374,positive regulation of ERK1 and ERK2 cascade,164,9,2.51,0.00097,Cellular Components,0.05487804878,February
evm.TU.chromosome_6.2863,GO:0033619,membrane protein proteolysis,117,5,1.79,0.01264,Cellular Components,0.04273504274,February
evm.TU.chromosome_6.1255,GO:0070374,positive regulation of ERK1 and ERK2 cascade,164,9,2.51,0.00097,Cellular Components,0.05487804878,February
evm.TU.chromosome_6.1750,GO:0050790,regulation of catalytic activity,1442,21,22.08,0.00345,Cellular Components,0.0145631068,February
evm.TU.chromosome_6.1945,GO:0030578,PML body organization,2,1,0.03,0.03039,Cellular Components,0.5,February
evm.TU.chromosome_6.1945,GO:0007179,transforming growth factor beta receptor signaling ...,193,6,2.96,0.00195,Cellular Components,0.0310880829,February
evm.TU.chromosome_6.366,GO:0001501,skeletal system development,565,13,8.65,0.00039,Cellular Components,0.02300884956,February
evm.TU.chromosome_6.368,GO:0001501,skeletal system development,565,13,8.65,0.00039,Cellular Components,0.02300884956,February
evm.TU.chromosome_6.369,GO:0030199,collagen fibril organization,84,8,1.29,4.30E-05,Cellular Components,0.09523809524,February
evm.TU.chromosome_6.2333,GO:0030514,negative regulation of BMP signaling pathway,51,4,0.78,0.00764,Cellular Components,0.07843137255,February
evm.TU.chromosome_6.2800,GO:0001568,blood vessel development,585,12,8.96,0.01126,Cellular Components,0.02051282051,February
evm.TU.chromosome_6.73,GO:0001501,skeletal system development,565,13,8.65,0.00039,Cellular Components,0.02300884956,February
evm.TU.chromosome_6.74,GO:0001501,skeletal system development,565,13,8.65,0.00039,Cellular Components,0.02300884956,February
evm.TU.chromosome_6.284,GO:0048149,behavioral response to ethanol,22,3,0.34,0.00441,Cellular Components,0.1363636364,February
evm.TU.chromosome_6.560,GO:0071732,cellular response to nitric oxide,14,2,0.21,0.01883,Cellular Components,0.1428571429,February
evm.TU.chromosome_6.561,GO:0071732,cellular response to nitric oxide,14,2,0.21,0.01883,Cellular Components,0.1428571429,February
evm.TU.chromosome_6.1205,GO:0070208,protein heterotrimerization,44,4,0.67,0.00451,Cellular Components,0.09090909091,February
evm.TU.chromosome_6.1204,GO:0010718,positive regulation of epithelial to mesenchymal tr...,50,4,0.77,0.00713,Cellular Components,0.08,February
evm.TU.chromosome_6.1204,GO:0070374,positive regulation of ERK1 and ERK2 cascade,164,9,2.51,0.00097,Cellular Components,0.05487804878,February
evm.TU.chromosome_6.1204,GO:0001501,skeletal system development,565,13,8.65,0.00039,Cellular Components,0.02300884956,February
evm.TU.chromosome_6.2278,GO:0008217,regulation of blood pressure,362,9,5.54,0.0278,Cellular Components,0.02486187845,February
evm.TU.chromosome_6.354,GO:0001501,skeletal system development,565,13,8.65,0.00039,Cellular Components,0.02300884956,February
evm.TU.chromosome_6.2149,GO:0006334,nucleosome assembly,100,14,1.53,3.80E-10,Cellular Components,0.14,February
evm.TU.chromosome_6.2148,GO:0006352,DNA-templated transcription initiation,130,10,1.99,1.10E-06,Cellular Components,0.07692307692,February
evm.TU.chromosome_6.2148,GO:0006334,nucleosome assembly,100,14,1.53,3.80E-10,Cellular Components,0.14,February
evm.TU.chromosome_6.2148,GO:0006352,DNA-templated transcription initiation,130,10,1.99,1.10E-06,Cellular Components,0.07692307692,February
evm.TU.chromosome_6.2148,GO:0006334,nucleosome assembly,100,14,1.53,3.80E-10,Cellular Components,0.14,February
evm.TU.chromosome_6.1494,GO:0051603,proteolysis involved in protein catabolic process,466,7,7.14,0.01245,Cellular Components,0.01502145923,February
evm.TU.chromosome_6.1494,GO:0046677,response to antibiotic,76,4,1.16,0.02922,Cellular Components,0.05263157895,February
evm.TU.chromosome_6.1728,GO:0060289,compartment boundary maintenance,15,2,0.23,0.02151,Cellular Components,0.1333333333,February
evm.TU.chromosome_6.1728,GO:0060288,formation of a compartment boundary,15,2,0.23,0.02151,Cellular Components,0.1333333333,February
evm.TU.chromosome_6.1722,GO:0070208,protein heterotrimerization,44,4,0.67,0.00451,Cellular Components,0.09090909091,February
evm.TU.chromosome_6.1892,GO:0032367,intracellular cholesterol transport,36,3,0.55,0.01747,Cellular Components,0.08333333333,February
evm.TU.chromosome_6.1893,GO:0033344,cholesterol efflux,37,3,0.57,0.0188,Cellular Components,0.08108108108,February
evm.TU.chromosome_6.1893,GO:0042632,cholesterol homeostasis,31,3,0.47,0.01163,Cellular Components,0.09677419355,February
evm.TU.chromosome_6.1893,GO:0032367,intracellular cholesterol transport,36,3,0.55,0.01747,Cellular Components,0.08333333333,February
evm.TU.chromosome_6.2344,GO:0030514,negative regulation of BMP signaling pathway,51,4,0.78,0.00764,Cellular Components,0.07843137255,February
evm.TU.chromosome_6.880,GO:0006879,intracellular iron ion homeostasis,48,4,0.73,0.00616,Cellular Components,0.08333333333,February
evm.TU.chromosome_6.880,GO:0070374,positive regulation of ERK1 and ERK2 cascade,164,9,2.51,0.00097,Cellular Components,0.05487804878,February
evm.TU.chromosome_6.1605,GO:0001501,skeletal system development,565,13,8.65,0.00039,Cellular Components,0.02300884956,February
evm.TU.chromosome_6.1606,GO:0001501,skeletal system development,565,13,8.65,0.00039,Cellular Components,0.02300884956,February
evm.TU.chromosome_6.2561,GO:0070374,positive regulation of ERK1 and ERK2 cascade,164,9,2.51,0.00097,Cellular Components,0.05487804878,February
evm.TU.chromosome_6.2560,GO:0001501,skeletal system development,565,13,8.65,0.00039,Cellular Components,0.02300884956,February
evm.TU.chromosome_6.712,GO:0060289,compartment boundary maintenance,15,2,0.23,0.02151,Cellular Components,0.1333333333,February
evm.TU.chromosome_6.712,GO:0060288,formation of a compartment boundary,15,2,0.23,0.02151,Cellular Components,0.1333333333,February
evm.TU.chromosome_6.2761,GO:0097264,self proteolysis,16,4,0.24,8.50E-05,Cellular Components,0.25,February
evm.TU.chromosome_6.494,GO:0030198,extracellular matrix organization,309,17,4.73,0.00031,Cellular Components,0.05501618123,February
evm.TU.chromosome_6.2484,GO:0030199,collagen fibril organization,84,8,1.29,4.30E-05,Cellular Components,0.09523809524,February
evm.TU.chromosome_6.1985,GO:0070374,positive regulation of ERK1 and ERK2 cascade,164,9,2.51,0.00097,Cellular Components,0.05487804878,February
evm.TU.chromosome_6.32,GO:0071230,cellular response to amino acid stimulus,77,6,1.18,0.00116,Cellular Components,0.07792207792,February
evm.TU.chromosome_6.2367,GO:0071230,cellular response to amino acid stimulus,77,6,1.18,0.00116,Cellular Components,0.07792207792,February
evm.TU.chromosome_6.2364,GO:0007266,Rho protein signal transduction,162,5,2.48,0.00578,Cellular Components,0.03086419753,February
evm.TU.chromosome_6.19,GO:0030198,extracellular matrix organization,309,17,4.73,0.00031,Cellular Components,0.05501618123,February
evm.TU.chromosome_6.382,GO:0070374,positive regulation of ERK1 and ERK2 cascade,164,9,2.51,0.00097,Cellular Components,0.05487804878,February
evm.TU.chromosome_6.382,GO:0051897,positive regulation of phosphatidylinositol 3-kinas...,71,4,1.09,0.02347,Cellular Components,0.05633802817,February
evm.TU.chromosome_6.1061,GO:0006730,one-carbon metabolic process,37,3,0.57,0.0188,Cellular Components,0.08108108108,February
evm.TU.chromosome_6.1061,GO:0006730,one-carbon metabolic process,37,3,0.57,0.0188,Cellular Components,0.08108108108,February
evm.TU.chromosome_6.1977,GO:0070374,positive regulation of ERK1 and ERK2 cascade,164,9,2.51,0.00097,Cellular Components,0.05487804878,February
evm.TU.chromosome_6.1977,GO:0051897,positive regulation of phosphatidylinositol 3-kinas...,71,4,1.09,0.02347,Cellular Components,0.05633802817,February
evm.TU.chromosome_6.1977,GO:0001501,skeletal system development,565,13,8.65,0.00039,Cellular Components,0.02300884956,February
evm.TU.chromosome_6.1651,GO:0006334,nucleosome assembly,100,14,1.53,3.80E-10,Cellular Components,0.14,February
evm.TU.chromosome_6.1741,GO:0050790,regulation of catalytic activity,1442,21,22.08,0.00345,Cellular Components,0.0145631068,February
evm.TU.chromosome_6.370,GO:0001501,skeletal system development,565,13,8.65,0.00039,Cellular Components,0.02300884956,February
evm.TU.chromosome_6.372,GO:0001501,skeletal system development,565,13,8.65,0.00039,Cellular Components,0.02300884956,February
evm.TU.chromosome_6.2838,GO:0071230,cellular response to amino acid stimulus,77,6,1.18,0.00116,Cellular Components,0.07792207792,February
evm.TU.chromosome_6.1548,GO:0055096,low-density lipoprotein particle mediated signaling,1,1,0.02,0.01531,Cellular Components,1,February
evm.TU.chromosome_6.1548,GO:2000334,positive regulation of blood microparticle formatio...,6,2,0.09,0.00336,Cellular Components,0.3333333333,February
evm.TU.chromosome_6.1548,GO:0010886,positive regulation of cholesterol storage,6,2,0.09,0.00336,Cellular Components,0.3333333333,February
evm.TU.chromosome_6.1548,GO:0070374,positive regulation of ERK1 and ERK2 cascade,164,9,2.51,0.00097,Cellular Components,0.05487804878,February
evm.TU.chromosome_6.1548,GO:0010744,positive regulation of macrophage derived foam cell...,6,2,0.09,0.00336,Cellular Components,0.3333333333,February
evm.TU.chromosome_6.1548,GO:1900227,positive regulation of NLRP3 inflammasome complex a...,13,2,0.2,0.0163,Cellular Components,0.1538461538,February
evm.TU.chromosome_6.829,GO:0009308,amine metabolic process,180,4,2.76,0.0189,Cellular Components,0.02222222222,February
evm.TU.chromosome_6.829,GO:0097185,cellular response to azide,4,2,0.06,0.00137,Cellular Components,0.5,February
