miRNA,mRNA,PCC.cor,p_value,adjusted_p_value,score,energy,query_start_end,subject_start_end,total_bp_shared,query_similar,subject_similar,Swiss.Prot_Hit,SP_E.value,Swiss.Prot_Description,Trembl_Hit,TB_E.value,Trembl_Description,NCBI_hit,nr_E.value,NCBI_Description,GO_Swiss.Prot,GO_Trembl
Cluster_1663,evm.TU.chromosome_12.3341,0.1851199294,0.4480125792,0.8874303306,155,-21.66,2 12,340 361,10,100.00%,100.00%,NA,NA,NA,tr|A0A2B4SGQ5|A0A2B4SGQ5_STYPI,0,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene5371 PE=4 SV=1,ref|XP_020601779.1|,0,uncharacterized protein LOC110040849 [Orbicella faveolata],NA,GO:0003676; GO:0008270
Cluster_998,evm.TU.chromosome_10.2360,0.4460007695,0.05562465908,0.5895152934,161,-20.01,2 20,140 163,21,76.19%,80.95%,sp|Q704V6|TLR6_BOVIN,8.54E-13,Toll-like receptor 6 OS=Bos taurus GN=TLR6 PE=2 SV=1,tr|A0A2B4SE87|A0A2B4SE87_STYPI,0,E3 ubiquitin-protein ligase TRIM71 OS=Stylophora pistillata GN=Trim71 PE=4 SV=1,ref|XP_020617650.1|,0,toll-like receptor 2 [Orbicella faveolata],GO:0005794; GO:0005887; GO:0045121; GO:0030670; GO:0035355; GO:0042802; GO:0071723; GO:0035663; GO:0004888; GO:0071726; GO:0042742; GO:0042496; GO:0006954; GO:0045087; GO:0050702; GO:0002755; GO:0045410; GO:1900227; GO:0050707; GO:0042088; GO:0034150; GO:0002224,GO:0016021; GO:0005622; GO:0008234; GO:0016874; GO:0008270; GO:0007165
Cluster_2097,evm.TU.chromosome_7.171,0.3543105641,0.1366626351,0.7220318316,170,-20.77,2 19,276 297,17,82.35%,88.24%,sp|P25931|RYAR_DROME,3.79E-39,RYamide receptor OS=Drosophila melanogaster GN=RYa-R PE=2 SV=2,tr|A0A2B4SYF0|A0A2B4SYF0_STYPI,0,Neuropeptide Y receptor OS=Stylophora pistillata GN=RYa-R PE=4 SV=1,ref|XP_020603268.1|,0,RYamide receptor-like [Orbicella faveolata],GO:0016021; GO:0005886; GO:0008188; GO:0004983; GO:0001653; GO:0007166; GO:0007186,GO:0016021; GO:0004930
Cluster_3037,evm.TU.chromosome_2.1175,0.1789138968,0.4636386458,0.8918521206,156,-22.22,2 17,579 599,15,73.33%,86.67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cluster_1567,evm.TU.chromosome_13.307,-0.06905871158,0.7787724034,0.966156109,180,-21.11,2 17,369 390,15,100.00%,100.00%,sp|Q64732|FOXB1_MOUSE,1.21E-30,Forkhead box protein B1 OS=Mus musculus GN=Foxb1 PE=2 SV=2,tr|A0A2B4T2R7|A0A2B4T2R7_STYPI,2.73E-167,Forkhead box protein B1 OS=Stylophora pistillata GN=Foxb1 PE=4 SV=1,ref|XP_020606569.1|,0,forkhead box protein D2-like [Orbicella faveolata],GO:0005634; GO:0000981; GO:0043565; GO:0007412; GO:0061381; GO:0061030; GO:0033504; GO:0021855; GO:0061379; GO:0007595; GO:0061377; GO:0021767; GO:0061374; GO:0030901; GO:0043524; GO:0001756; GO:0021510; GO:0022029; GO:0021794; GO:0006351; GO:0001655; GO:0008542,GO:0005634; GO:0003700; GO:0043565
Cluster_449,evm.TU.chromosome_13.303,-0.283209106,0.2400263194,0.8019437786,170,-20.78,2 20,959 981,19,78.95%,89.47%,NA,NA,NA,tr|A0A0J7JWP8|A0A0J7JWP8_LASNI,1.18E-33,Endonuclease-reverse transcriptase OS=Lasius niger GN=RF55_22444 PE=4 SV=1,ref|XP_006822761.1|,1.13E-37,PREDICTED: uncharacterized protein LOC102806375 [Saccoglossus kowalevskii],NA,GO:0004519; GO:0003964
Cluster_4425,evm.TU.chromosome_5.301,0.3759707398,0.1126465505,0.6936423924,165,-26.41,2 18,378 399,16,75.00%,93.75%,sp|Q4KWL2|ADRB2_TSCTR,2.65E-09,Beta-2 adrenergic receptor OS=Tscherskia triton GN=ADRB2 PE=2 SV=1,tr|A0A2B4SKX4|A0A2B4SKX4_STYPI,2.50E-144,Beta-2 adrenergic receptor OS=Stylophora pistillata GN=ADRB2 PE=4 SV=1,ref|XP_020622643.1|,3.77E-177,beta-2 adrenergic receptor-like [Orbicella faveolata],GO:0005769; GO:0016021; GO:0005886; GO:0004941; GO:0007189; GO:1901098; GO:1904504; GO:0097746; GO:0006940,GO:0016021; GO:0004930
Cluster_4425,evm.TU.chromosome_14.3515,0.1139967237,0.6421563157,0.9383399528,150,-22.74,2 21,317 335,20,75.00%,75.00%,sp|P14381|YTX2_XENLA,1.40E-62,Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis PE=4 SV=1,tr|A0A0G2L6S5|A0A0G2L6S5_DANRE,7.59E-124,Uncharacterized protein OS=Danio rerio PE=4 SV=1,gb|PIK36905.1|,2.57E-135,pol-like protein [Apostichopus japonicus],,GO:0003964
Cluster_4044,evm.TU.chromosome_14.6046,0.1998369895,0.4120701857,0.8760780305,166,-20.58,2 15,122 143,13,92.31%,100.00%,sp|O76411|SCD2_CAEEL,1.94E-09,ALK tyrosine kinase receptor homolog scd-2 OS=Caenorhabditis elegans GN=scd-2 PE=1 SV=3,tr|A0A2B4SFW3|A0A2B4SFW3_STYPI,3.45E-103,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene7327 PE=4 SV=1,ref|XP_022786690.1|,9.29E-103,uncharacterized protein LOC111326873 [Stylophora pistillata],GO:0016021; GO:0005886; GO:0005524; GO:0004714; GO:0006935; GO:0040024; GO:0007606; GO:0050893,
Cluster_995,evm.TU.chromosome_6.2071,-0.1643810518,0.5012819384,0.9026782857,167,-25.03,2 21,39 61,20,80.00%,80.00%,sp|Q99315|YG31B_YEAST,2.93E-08,Transposon Ty3-G Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-G PE=1 SV=3,tr|A0A267G4P1|A0A267G4P1_9PLAT,4.51E-17,Uncharacterized protein OS=Macrostomum lignano GN=BOX15_Mlig009439g6 PE=4 SV=1,gb|KXJ07223.1|,2.08E-25,"Transposon Ty3-I Gag-Pol polyprotein, partial [Exaiptasia pallida]",GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197,
Cluster_1453,evm.TU.chromosome_6.1524,0.3185449649,0.1837882894,0.7651236738,151,-21.89,2 18,633 657,19,73.68%,78.95%,sp|Q5XEP2|HSOP2_ARATH,1.24E-10,Hsp70-Hsp90 organizing protein 2 OS=Arabidopsis thaliana GN=HOP2 PE=1 SV=1,tr|A0A2B4RNR9|A0A2B4RNR9_STYPI,0,Stress-induced-phosphoprotein 1 OS=Stylophora pistillata GN=STIP1 PE=4 SV=1,ref|XP_020617656.1|,0,uncharacterized protein LOC110055607 [Orbicella faveolata],GO:0005829; GO:0005634; GO:0005886; GO:0051879; GO:0070678; GO:0051131; GO:0046686,GO:0043531
Cluster_4425,evm.TU.chromosome_5.891,-0.1275127314,0.6029149641,0.9294094311,157,-21.58,2 20,85 105,18,77.78%,77.78%,sp|Q70CQ4|UBP31_HUMAN,2.91E-179,Ubiquitin carboxyl-terminal hydrolase 31 OS=Homo sapiens GN=USP31 PE=2 SV=2,tr|A0A2B4SE98|A0A2B4SE98_STYPI,0,Ubiquitin carboxyl-terminal hydrolase 31 OS=Stylophora pistillata GN=USP31 PE=4 SV=1,ref|XP_020616960.1|,0,ubiquitin carboxyl-terminal hydrolase 31-like [Orbicella faveolata],GO:0005634; GO:0004843; GO:0016579; GO:0006511,GO:0036459; GO:0016579; GO:0006511
Cluster_5061,evm.TU.chromosome_5.890,-0.3275876089,0.170963572,0.7549844464,175,-20.38,2 21,533 555,20,85.00%,85.00%,sp|Q9CZH7|MXRA7_MOUSE,4.92E-07,Matrix-remodeling-associated protein 7 OS=Mus musculus GN=Mxra7 PE=1 SV=2,tr|A0A2B4SES0|A0A2B4SES0_STYPI,1.75E-55,Mitotic spindle assembly checkpoint protein MAD1 OS=Stylophora pistillata GN=MAD1L1 PE=4 SV=1,ref|XP_020616935.1|,7.84E-87,"matrix-remodeling-associated protein 7-like, partial [Orbicella faveolata]",GO:0031012; GO:0016021,GO:0007094
Cluster_1452,evm.TU.chromosome_6.2698,0.206170222,0.3970965738,0.8713454603,158,-20.99,2 15,864 885,13,84.62%,92.31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cluster_4754,evm.TU.chromosome_6.2698,0.4825740448,0.03637957836,0.5265797803,161,-20.02,2 21,726 747,20,80.00%,80.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cluster_1192,evm.TU.chromosome_6.2690,-0.1405186733,0.5661142861,0.920284534,176,-25.54,2 21,680 701,19,84.21%,84.21%,NA,NA,NA,tr|A0A2B4SU37|A0A2B4SU37_STYPI,0,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene1665 PE=4 SV=1,ref|XP_020618648.1|,0,uncharacterized protein LOC110056499 [Orbicella faveolata],NA,GO:0016021; GO:0008152
Cluster_4831,evm.TU.chromosome_13.1627,0.03641710939,0.8823347004,0.983576005,178,-32.59,2 21,334 354,19,84.21%,94.74%,NA,NA,NA,tr|A0A2B4SCZ7|A0A2B4SCZ7_STYPI,4.33E-40,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene8632 PE=4 SV=1,ref|XP_020603145.1|,3.14E-114,uncharacterized protein LOC110042137 [Orbicella faveolata],NA,
Cluster_3331,evm.TU.chromosome_14.1806,0.5540799641,0.01383222514,0.3966806898,162,-23.42,2 20,325 349,21,71.43%,80.95%,sp|Q7Z4S6|KI21A_HUMAN,0,Kinesin-like protein KIF21A OS=Homo sapiens GN=KIF21A PE=1 SV=2,tr|A0A2B4S5K6|A0A2B4S5K6_STYPI,0,Kinesin-like protein KIF21A OS=Stylophora pistillata GN=KIF21A PE=4 SV=1,gb|PFX25974.1|,0,kinesin-like protein KIF21B [Stylophora pistillata],GO:0005829; GO:0005871; GO:0005874; GO:0005886; GO:0005524; GO:0016887; GO:0008017; GO:0003777; GO:0007018,GO:0005524; GO:0008017; GO:0003777; GO:0007018
Cluster_3337,evm.TU.chromosome_14.1806,-0.4353147592,0.06248692272,0.6064359193,162,-23.42,2 20,325 349,21,71.43%,80.95%,sp|Q7Z4S6|KI21A_HUMAN,0,Kinesin-like protein KIF21A OS=Homo sapiens GN=KIF21A PE=1 SV=2,tr|A0A2B4S5K6|A0A2B4S5K6_STYPI,0,Kinesin-like protein KIF21A OS=Stylophora pistillata GN=KIF21A PE=4 SV=1,gb|PFX25974.1|,0,kinesin-like protein KIF21B [Stylophora pistillata],GO:0005829; GO:0005871; GO:0005874; GO:0005886; GO:0005524; GO:0016887; GO:0008017; GO:0003777; GO:0007018,GO:0005524; GO:0008017; GO:0003777; GO:0007018
Cluster_3338,evm.TU.chromosome_14.1806,-0.4452486767,0.05608810499,0.5905853071,162,-23.42,2 20,325 349,21,71.43%,80.95%,sp|Q7Z4S6|KI21A_HUMAN,0,Kinesin-like protein KIF21A OS=Homo sapiens GN=KIF21A PE=1 SV=2,tr|A0A2B4S5K6|A0A2B4S5K6_STYPI,0,Kinesin-like protein KIF21A OS=Stylophora pistillata GN=KIF21A PE=4 SV=1,gb|PFX25974.1|,0,kinesin-like protein KIF21B [Stylophora pistillata],GO:0005829; GO:0005871; GO:0005874; GO:0005886; GO:0005524; GO:0016887; GO:0008017; GO:0003777; GO:0007018,GO:0005524; GO:0008017; GO:0003777; GO:0007018
Cluster_3293,evm.TU.chromosome_11.2654,-0.2897013715,0.2289524587,0.7956291094,151,-20.66,2 12,164 184,10,90.00%,100.00%,sp|Q85WU2|TI214_PINKO,3.17E-07,Protein TIC 214 OS=Pinus koraiensis GN=TIC214 PE=3 SV=2,tr|A0A2B4RCG1|A0A2B4RCG1_STYPI,3.95E-31,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene21802 PE=4 SV=1,ref|XP_020617306.1|,4.53E-43,uncharacterized protein LOC110055265 [Orbicella faveolata],GO:0009706; GO:0016021; GO:0015031,GO:0016021
Cluster_3331,evm.TU.chromosome_11.2654,0.2939356093,0.2219111486,0.7912348588,150,-20.59,2 18,532 551,16,68.75%,87.50%,sp|Q85WU2|TI214_PINKO,3.17E-07,Protein TIC 214 OS=Pinus koraiensis GN=TIC214 PE=3 SV=2,tr|A0A2B4RCG1|A0A2B4RCG1_STYPI,3.95E-31,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene21802 PE=4 SV=1,ref|XP_020617306.1|,4.53E-43,uncharacterized protein LOC110055265 [Orbicella faveolata],GO:0009706; GO:0016021; GO:0015031,GO:0016021
Cluster_3337,evm.TU.chromosome_11.2654,-0.2518351874,0.298300505,0.8323029457,150,-20.59,2 18,532 551,16,68.75%,87.50%,sp|Q85WU2|TI214_PINKO,3.17E-07,Protein TIC 214 OS=Pinus koraiensis GN=TIC214 PE=3 SV=2,tr|A0A2B4RCG1|A0A2B4RCG1_STYPI,3.95E-31,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene21802 PE=4 SV=1,ref|XP_020617306.1|,4.53E-43,uncharacterized protein LOC110055265 [Orbicella faveolata],GO:0009706; GO:0016021; GO:0015031,GO:0016021
Cluster_3338,evm.TU.chromosome_11.2654,-0.2565697054,0.2890007585,0.8278482841,150,-20.59,2 18,532 551,16,68.75%,87.50%,sp|Q85WU2|TI214_PINKO,3.17E-07,Protein TIC 214 OS=Pinus koraiensis GN=TIC214 PE=3 SV=2,tr|A0A2B4RCG1|A0A2B4RCG1_STYPI,3.95E-31,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene21802 PE=4 SV=1,ref|XP_020617306.1|,4.53E-43,uncharacterized protein LOC110055265 [Orbicella faveolata],GO:0009706; GO:0016021; GO:0015031,GO:0016021
Cluster_1452,evm.TU.chromosome_9.192,0.5358003091,0.01805579663,0.4309098658,151,-21.92,2 20,20 40,19,73.68%,78.95%,sp|Q8TCB7|METL6_HUMAN,8.69E-119,Methyltransferase-like protein 6 OS=Homo sapiens GN=METTL6 PE=2 SV=2,tr|A0A2B4SIH3|A0A2B4SIH3_STYPI,2.32E-170,Methyltransferase-like protein 6 OS=Stylophora pistillata GN=METTL6 PE=4 SV=1,ref|XP_020623086.1|,0,methyltransferase-like protein 6 isoform X1 [Orbicella faveolata],GO:0008168,GO:0008168
Cluster_1765,evm.TU.chromosome_14.5007,-0.1705953232,0.4850082224,0.8981006988,175,-24.62,2 21,408 430,20,85.00%,85.00%,sp|Q28668|CO1A2_RABIT,1.07E-19,Collagen alpha-2(I) chain (Fragment) OS=Oryctolagus cuniculus GN=COL1A2 PE=2 SV=1,tr|W6N2P4|W6N2P4_CLOTY,9.65E-36,Phage tail fiber protein OS=Clostridium tyrobutyricum DIVETGP GN=CTDIVETGP_0733 PE=4 SV=1,ref|WP_084290703.1|,5.01E-42,hypothetical protein [[Clostridium] viride],GO:0005581; GO:0005578; GO:0005201; GO:0046872,
Cluster_4831,evm.TU.chromosome_14.5007,-0.4579674927,0.0486337533,0.5690045123,162,-22.05,2 19,65 84,17,88.24%,88.24%,sp|Q28668|CO1A2_RABIT,1.07E-19,Collagen alpha-2(I) chain (Fragment) OS=Oryctolagus cuniculus GN=COL1A2 PE=2 SV=1,tr|W6N2P4|W6N2P4_CLOTY,9.65E-36,Phage tail fiber protein OS=Clostridium tyrobutyricum DIVETGP GN=CTDIVETGP_0733 PE=4 SV=1,ref|WP_084290703.1|,5.01E-42,hypothetical protein [[Clostridium] viride],GO:0005581; GO:0005578; GO:0005201; GO:0046872,
Cluster_4425,evm.TU.chromosome_14.5857,-0.254893922,0.2922718824,0.8295925982,155,-21.9,2 21,76 94,19,78.95%,78.95%,sp|Q9QXA6|BAT1_MOUSE,6.84E-141,"b(0,+)-type amino acid transporter 1 OS=Mus musculus GN=Slc7a9 PE=1 SV=1",tr|A7S703|A7S703_NEMVE,0,Predicted protein OS=Nematostella vectensis GN=v1g167234 PE=4 SV=1,ref|XP_020624195.1|,0,"b(0,+)-type amino acid transporter 1-like [Orbicella faveolata]",GO:0016324; GO:0031526; GO:0005887; GO:0005886; GO:0015297; GO:0015184; GO:0015175; GO:0042605; GO:0015811; GO:0015804,GO:0005887; GO:0015297; GO:0015179
Cluster_998,evm.TU.chromosome_12.3105,-0.003380622789,0.989041129,0.9986366919,177,-25.71,2 18,229 249,16,87.50%,100.00%,sp|Q9D6J3|CCD94_MOUSE,4.23E-96,Coiled-coil domain-containing protein 94 OS=Mus musculus GN=Ccdc94 PE=1 SV=1,tr|A0A2B4ST32|A0A2B4ST32_STYPI,1.24E-170,Coiled-coil domain-containing protein 94 OS=Stylophora pistillata GN=Ccdc94 PE=4 SV=1,ref|XP_020614564.1|,0,coiled-coil domain-containing protein 94-like [Orbicella faveolata],,
Cluster_4425,evm.TU.chromosome_6.645,-0.1540616995,0.5288733956,0.9102473461,163,-23.03,2 21,335 357,20,75.00%,80.00%,sp|Q8NBK3|SUMF1_HUMAN,7.49E-158,Sulfatase-modifying factor 1 OS=Homo sapiens GN=SUMF1 PE=1 SV=3,tr|H2PA75|H2PA75_PONAB,5.58E-158,Sulfatase modifying factor 1 OS=Pongo abelii GN=SUMF1 PE=4 SV=1,ref|XP_020601298.1|,0,sulfatase-modifying factor 1-like [Orbicella faveolata],GO:0005783; GO:0005788; GO:0046872; GO:0016491; GO:0042803; GO:0006687; GO:0043687,GO:0005783; GO:0042803
Cluster_492,evm.TU.chromosome_12.3814,0.1204243341,0.6233734015,0.9340001151,168,-26.37,2 21,131 152,19,68.42%,89.47%,NA,NA,NA,tr|A0A2B4S0J7|A0A2B4S0J7_STYPI,2.04E-16,Histamine N-methyltransferase A OS=Stylophora pistillata GN=hnmt-a PE=4 SV=1,ref|XP_020628303.1|,4.42E-32,uncharacterized protein LOC110065490 [Orbicella faveolata],NA,GO:0008168
Cluster_1453,evm.TU.chromosome_14.1791,0.2101122027,0.3879294103,0.8682433458,155,-20.15,2 17,901 923,16,81.25%,81.25%,sp|P49001|BMP2_RAT,2.20E-30,Bone morphogenetic protein 2 OS=Rattus norvegicus GN=Bmp2 PE=2 SV=1,tr|A0A0K2TGL9|A0A0K2TGL9_LEPSM,1.06E-31,Bone morphogenetic protein 2 [Xenopus laevis] OS=Lepeophtheirus salmonis GN=bmp2b PE=3 SV=1,ref|XP_009669013.1|,9.58E-35,PREDICTED: LOW QUALITY PROTEIN: bone morphogenetic protein 4 [Struthio camelus australis],GO:0070724; GO:0009986; GO:0005737; GO:0005615; GO:0043234; GO:0031982; GO:0070700; GO:0039706; GO:0005125; GO:0008083; GO:0019211; GO:0019904; GO:0046982; GO:0042803; GO:0005102; GO:0004745; GO:0046332; GO:0005160; GO:0000187; GO:0009887; GO:0003181; GO:0030509; GO:0003130; GO:0030282; GO:0035630; GO:0001658; GO:0060317; GO:0055007; GO:0055008; GO:0035051; GO:0045165; GO:0071773; GO:0071363; GO:0071260; GO:0071407; GO:0002062; GO:0060128; GO:0035054; GO:0003203; GO:0001837; GO:0007507; GO:0001701; GO:0006954; GO:0048839; GO:0048762; GO:0072138; GO:0060485; GO:0032348; GO:0051042; GO:0090090; GO:2000726; GO:0045786; GO:0008285; GO:2000065; GO:0010629; GO:0043569; GO:0010894; GO:0000122; GO:0045892; GO:0003308; GO:0007219; GO:0042475; GO:0001649; GO:0042698; GO:0060389; GO:0060039; GO:0043065; GO:0048711; GO:0030501; GO:0061036; GO:0045597; GO:0030335; GO:0001938; GO:0010718; GO:0070374; GO:0045600; GO:0010628; GO:0043410; GO:0050769; GO:0045666; GO:0042482; GO:0045778; GO:0045669; GO:0033690; GO:1900745; GO:0010862; GO:0010922; GO:1902895; GO:0032092; GO:0001934; GO:0045944; GO:1901522; GO:0045893; GO:0030177; GO:0060804; GO:0031648; GO:0006468; GO:0006029; GO:0042981; GO:0043408; GO:0042487; GO:0006355; GO:0001666; GO:0009612; GO:0032526; GO:0060395; GO:0021537; GO:0021978; GO:0060129,GO:0005576; GO:0008083
Cluster_1452,evm.TU.chromosome_14.448,0.1664860853,0.495740111,0.9012528009,158,-20.49,2 20,23 46,20,70.00%,80.00%,NA,NA,NA,tr|A0A2B4RYZ7|A0A2B4RYZ7_STYPI,1.03E-104,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene13962 PE=4 SV=1,gb|PFX21548.1|,1.60E-104,hypothetical protein AWC38_SpisGene13962 [Stylophora pistillata],NA,
Cluster_137,evm.TU.chromosome_4.1047,0.00678552473,0.9780054564,0.9971594704,152,-22.49,2 16,665 684,14,85.71%,85.71%,sp|Q174D3|MED19_AEDAE,1.73E-26,Mediator of RNA polymerase II transcription subunit 19 OS=Aedes aegypti GN=MED19 PE=3 SV=1,tr|A0A2B4STG8|A0A2B4STG8_STYPI,2.17E-109,Mediator of RNA polymerase II transcription subunit 19 OS=Stylophora pistillata GN=MED19 PE=4 SV=1,gb|PFX31695.1|,3.36E-109,mediator of RNA polymerase II transcription subunit 19-like [Stylophora pistillata],GO:0016592; GO:0001104; GO:0006351,GO:0016592; GO:0001104; GO:0006351
Cluster_4425,evm.TU.chromosome_4.1047,0.3710345982,0.1178320801,0.7003114186,180,-24.45,2 21,253 274,19,84.21%,89.47%,sp|Q174D3|MED19_AEDAE,1.73E-26,Mediator of RNA polymerase II transcription subunit 19 OS=Aedes aegypti GN=MED19 PE=3 SV=1,tr|A0A2B4STG8|A0A2B4STG8_STYPI,2.17E-109,Mediator of RNA polymerase II transcription subunit 19 OS=Stylophora pistillata GN=MED19 PE=4 SV=1,gb|PFX31695.1|,3.36E-109,mediator of RNA polymerase II transcription subunit 19-like [Stylophora pistillata],GO:0016592; GO:0001104; GO:0006351,GO:0016592; GO:0001104; GO:0006351
Cluster_2003,evm.TU.chromosome_4.1046,-0.2312152341,0.3408868642,0.8510594403,167,-23.02,2 21,799 821,20,80.00%,80.00%,sp|Q2XWK0|SVOP_XENLA,1.03E-172,Synaptic vesicle 2-related protein OS=Xenopus laevis GN=svop PE=2 SV=1,tr|A0A2B4SQQ4|A0A2B4SQQ4_STYPI,0,Synaptic vesicle 2-related protein OS=Stylophora pistillata GN=svop PE=4 SV=1,ref|XP_022780512.1|,0,synaptic vesicle 2-related protein-like isoform X1 [Stylophora pistillata],GO:0030054; GO:0016021; GO:0030672; GO:0022857,GO:0016021; GO:0022857
Cluster_5061,evm.TU.chromosome_7.2820,0.2442657585,0.3135409788,0.8393506758,171,-22.38,2 21,595 617,20,80.00%,85.00%,NA,NA,NA,tr|A0A2B4RE23|A0A2B4RE23_STYPI,3.33E-21,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene19883 PE=4 SV=1,ref|XP_020602952.1|,1.96E-43,uncharacterized protein LOC110041974 [Orbicella faveolata],NA,
Cluster_9000,evm.TU.chromosome_7.2828,-0.03999797221,0.8708529693,0.9817915315,168,-20.02,2 18,313 335,17,88.24%,88.24%,NA,NA,NA,tr|A0A2B4RHY3|A0A2B4RHY3_STYPI,6.26E-06,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene19885 PE=4 SV=1,gb|PFX15875.1|,9.70E-06,hypothetical protein AWC38_SpisGene19885 [Stylophora pistillata],NA,
Cluster_4696,evm.TU.chromosome_5.1295,-0.02962261825,0.9041807426,0.9869273389,154,-27.59,2 20,195 223,25,64.00%,72.00%,sp|Q4V7Q8|TM220_XENLA,1.40E-29,Transmembrane protein 220 OS=Xenopus laevis GN=tmem220 PE=2 SV=1,tr|A7RKR3|A7RKR3_NEMVE,5.55E-47,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g236430 PE=4 SV=1,ref|XP_020624123.1|,2.07E-106,transmembrane protein 220-like [Orbicella faveolata],GO:0016021,GO:0016021
Cluster_1452,evm.TU.chromosome_6.1985,0.483807952,0.03583505156,0.5240685851,155,-20.54,2 18,889 909,16,75.00%,87.50%,sp|Q91286|FGFR2_PLEWA,5.03E-114,Fibroblast growth factor receptor 2 OS=Pleurodeles waltl GN=FGFR2 PE=2 SV=1,tr|A0A2B4R7W2|A0A2B4R7W2_STYPI,0,Fibroblast growth factor receptor 1 OS=Stylophora pistillata GN=FGFR1 PE=4 SV=1,ref|XP_022807788.1|,0,fibroblast growth factor receptor 4-like [Stylophora pistillata],GO:0031410; GO:0005794; GO:0016021; GO:0005634; GO:0005886; GO:0005524; GO:0017134; GO:0005007; GO:0001525; GO:0009887; GO:0006915; GO:0007409; GO:0060348; GO:0030282; GO:0060349; GO:0060667; GO:0060442; GO:0060445; GO:0048755; GO:0060449; GO:0045165; GO:0007267; GO:0048565; GO:0048557; GO:0048568; GO:0048562; GO:0009880; GO:0048730; GO:0030855; GO:0060664; GO:0022612; GO:0042472; GO:0032808; GO:0060601; GO:0060174; GO:0048286; GO:0030324; GO:0060463; GO:0060484; GO:0003149; GO:0048762; GO:0060915; GO:0060916; GO:0030901; GO:0016331; GO:0035264; GO:0000122; GO:0042476; GO:0035265; GO:0030916; GO:0003148; GO:0090263; GO:0060045; GO:0051781; GO:0050679; GO:0060501; GO:0070374; GO:0002053; GO:0045944; GO:0030177; GO:0009791; GO:0060527; GO:0060523; GO:0060512; GO:0060687; GO:0010453; GO:0070372; GO:0040036; GO:0060688; GO:0040014; GO:0051150; GO:0008589; GO:0048608; GO:0060529; GO:0001657; GO:0055010,GO:0016021; GO:0005524; GO:0004714; GO:0007169
Cluster_1411,evm.TU.chromosome_9.2369,0.3497946753,0.1420892629,0.7279000903,173,-20.86,2 20,871 891,18,88.89%,88.89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cluster_3406,evm.TU.chromosome_4.851,-0.4176647891,0.07518665275,0.6339288865,164,-21.31,2 17,387 408,15,86.67%,86.67%,sp|Q78JE5|FBX22_MOUSE,1.78E-43,F-box only protein 22 OS=Mus musculus GN=Fbxo22 PE=1 SV=2,tr|A0A2B4SWG3|A0A2B4SWG3_STYPI,0,F-box only protein 22 OS=Stylophora pistillata GN=FBXO22 PE=4 SV=1,ref|XP_020632362.1|,0,F-box only protein 22-like [Orbicella faveolata],GO:0005737; GO:0005634; GO:0030018; GO:0004842; GO:0009267; GO:0006913; GO:0032436; GO:2000060; GO:0000209; GO:0010830; GO:0048742,
Cluster_9000,evm.TU.chromosome_14.831,0.02791962206,0.9096672635,0.9876399507,157,-20.65,2 19,793 815,18,72.22%,83.33%,sp|D9IQ16|GXN_ACRMI,5.64E-41,Galaxin OS=Acropora millepora PE=1 SV=1,tr|A0A2B4SPL2|A0A2B4SPL2_STYPI,5.48E-55,Usherin OS=Stylophora pistillata GN=USH2A PE=4 SV=1,ref|XP_020614332.1|,0,galaxin-like [Orbicella faveolata],GO:0005576,
Cluster_3406,evm.TU.chromosome_12.141,0.6915375012,0.001039443891,0.1599606743,168,-21.29,2 21,497 518,19,78.95%,78.95%,sp|Q8BLD6|ANR55_MOUSE,3.65E-64,Ankyrin repeat domain-containing protein 55 OS=Mus musculus GN=Ankrd55 PE=1 SV=2,tr|A0A2B4RWN9|A0A2B4RWN9_STYPI,0,Ankyrin repeat domain-containing protein 55 OS=Stylophora pistillata GN=Ankrd55 PE=4 SV=1,ref|XP_020603652.1|,0,caskin-1-like [Orbicella faveolata],,
