gene_name,GeneOntologyIDs,Term,Annotated,Significant,Expected,Fisher,ontology,mirna,Target,Score,Energy_kcal_mol,Query_start_end,Subject_start_end,Length,Query_Identity,Subject_Identity,prop.sig.genes,Species
LOC122957122,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-9,ID=gene-LOC122957122;Dbxref=GeneID:122957122;Name=LOC122957122;gbkey=Gene;gene=LOC122957122;gene_biotype=protein_coding::NC_058067.1:25510939-25511939,170,-23.06,2 21,180 201,19,78.95%,89.47%,0.09978435601,Acropora pulchra
LOC122957122,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-8a,ID=gene-LOC122957122;Dbxref=GeneID:122957122;Name=LOC122957122;gbkey=Gene;gene=LOC122957122;gene_biotype=protein_coding::NC_058067.1:25510939-25511939,164,-23.99,2 21,868 889,19,68.42%,84.21%,0.09978435601,Acropora pulchra
LOC122957122,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-8b,ID=gene-LOC122957122;Dbxref=GeneID:122957122;Name=LOC122957122;gbkey=Gene;gene=LOC122957122;gene_biotype=protein_coding::NC_058067.1:25510939-25511939,164,-23.99,2 21,868 889,19,68.42%,84.21%,0.09978435601,Acropora pulchra
LOC122957122,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-9,ID=gene-LOC122957122;Dbxref=GeneID:122957122;Name=LOC122957122;gbkey=Gene;gene=LOC122957122;gene_biotype=protein_coding::NC_058067.1:25510939-25511939,170,-23.06,2 21,180 201,19,78.95%,89.47%,0.09978435601,Acropora pulchra
LOC114975565,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-15,ID=gene-LOC114975565;Dbxref=GeneID:114975565;Name=LOC114975565;gbkey=Gene;gene=LOC114975565;gene_biotype=protein_coding::NC_058066.1:23476231-23477231,162,-21.12,2 21,739 759,19,78.95%,78.95%,0.09978435601,Acropora pulchra
LOC122957192,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-24a,ID=gene-LOC122957192;Dbxref=GeneID:122957192;Name=LOC122957192;gbkey=Gene;gene=LOC122957192;gene_biotype=protein_coding::NC_058067.1:27948125-27949125,153,-23.27,2 20,189 213,22,68.18%,77.27%,0.09978435601,Acropora pulchra
LOC122957192,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-24b,ID=gene-LOC122957192;Dbxref=GeneID:122957192;Name=LOC122957192;gbkey=Gene;gene=LOC122957192;gene_biotype=protein_coding::NC_058067.1:27948125-27949125,153,-23.27,2 20,189 213,22,68.18%,77.27%,0.09978435601,Acropora pulchra
LOC114959050,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-6,ID=gene-LOC114959050;Dbxref=GeneID:114959050;Name=LOC114959050;gbkey=Gene;gene=LOC114959050;gene_biotype=protein_coding::NC_058067.1:29513724-29514724,163,-22.85,2 21,288 313,23,69.57%,78.26%,0.09978435601,Acropora pulchra
LOC114959050,GO:0016020,membrane,8148,778,753.59,1.60E-05,Cellular Components,apul-mir-novel-6,ID=gene-LOC114959050;Dbxref=GeneID:114959050;Name=LOC114959050;gbkey=Gene;gene=LOC114959050;gene_biotype=protein_coding::NC_058067.1:29513724-29514724,163,-22.85,2 21,288 313,23,69.57%,78.26%,0.09548355425,Acropora pulchra
LOC114959050,GO:0030424,axon,763,79,70.57,0.01091,Cellular Components,apul-mir-novel-6,ID=gene-LOC114959050;Dbxref=GeneID:114959050;Name=LOC114959050;gbkey=Gene;gene=LOC114959050;gene_biotype=protein_coding::NC_058067.1:29513724-29514724,163,-22.85,2 21,288 313,23,69.57%,78.26%,0.1035386632,Acropora pulchra
LOC114959050,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-6,ID=gene-LOC114959050;Dbxref=GeneID:114959050;Name=LOC114959050;gbkey=Gene;gene=LOC114959050;gene_biotype=protein_coding::NC_058067.1:29513724-29514724,163,-22.85,2 21,288 313,23,69.57%,78.26%,0.09978435601,Acropora pulchra
LOC114959050,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-6,ID=gene-LOC114959050;Dbxref=GeneID:114959050;Name=LOC114959050;gbkey=Gene;gene=LOC114959050;gene_biotype=protein_coding::NC_058067.1:29513724-29514724,163,-22.85,2 21,288 313,23,69.57%,78.26%,0.09978435601,Acropora pulchra
LOC114959050,GO:0016020,membrane,8148,778,753.59,1.60E-05,Cellular Components,apul-mir-novel-6,ID=gene-LOC114959050;Dbxref=GeneID:114959050;Name=LOC114959050;gbkey=Gene;gene=LOC114959050;gene_biotype=protein_coding::NC_058067.1:29513724-29514724,163,-22.85,2 21,288 313,23,69.57%,78.26%,0.09548355425,Acropora pulchra
LOC114959050,GO:0030424,axon,763,79,70.57,0.01091,Cellular Components,apul-mir-novel-6,ID=gene-LOC114959050;Dbxref=GeneID:114959050;Name=LOC114959050;gbkey=Gene;gene=LOC114959050;gene_biotype=protein_coding::NC_058067.1:29513724-29514724,163,-22.85,2 21,288 313,23,69.57%,78.26%,0.1035386632,Acropora pulchra
LOC114959050,GO:0005769,early endosome,442,39,40.88,0.00696,Cellular Components,apul-mir-novel-6,ID=gene-LOC114959050;Dbxref=GeneID:114959050;Name=LOC114959050;gbkey=Gene;gene=LOC114959050;gene_biotype=protein_coding::NC_058067.1:29513724-29514724,163,-22.85,2 21,288 313,23,69.57%,78.26%,0.08823529412,Acropora pulchra
LOC114959050,GO:0005794,Golgi apparatus,1354,131,125.23,1.20E-05,Cellular Components,apul-mir-novel-6,ID=gene-LOC114959050;Dbxref=GeneID:114959050;Name=LOC114959050;gbkey=Gene;gene=LOC114959050;gene_biotype=protein_coding::NC_058067.1:29513724-29514724,163,-22.85,2 21,288 313,23,69.57%,78.26%,0.09675036928,Acropora pulchra
LOC114959050,GO:0009986,cell surface,729,66,67.42,0.00353,Cellular Components,apul-mir-novel-6,ID=gene-LOC114959050;Dbxref=GeneID:114959050;Name=LOC114959050;gbkey=Gene;gene=LOC114959050;gene_biotype=protein_coding::NC_058067.1:29513724-29514724,163,-22.85,2 21,288 313,23,69.57%,78.26%,0.09053497942,Acropora pulchra
LOC114959050,GO:0016020,membrane,8148,778,753.59,1.60E-05,Cellular Components,apul-mir-novel-6,ID=gene-LOC114959050;Dbxref=GeneID:114959050;Name=LOC114959050;gbkey=Gene;gene=LOC114959050;gene_biotype=protein_coding::NC_058067.1:29513724-29514724,163,-22.85,2 21,288 313,23,69.57%,78.26%,0.09548355425,Acropora pulchra
LOC114959050,GO:0030424,axon,763,79,70.57,0.01091,Cellular Components,apul-mir-novel-6,ID=gene-LOC114959050;Dbxref=GeneID:114959050;Name=LOC114959050;gbkey=Gene;gene=LOC114959050;gene_biotype=protein_coding::NC_058067.1:29513724-29514724,163,-22.85,2 21,288 313,23,69.57%,78.26%,0.1035386632,Acropora pulchra
LOC114959050,GO:0043025,neuronal cell body,617,72,57.06,5.10E-07,Cellular Components,apul-mir-novel-6,ID=gene-LOC114959050;Dbxref=GeneID:114959050;Name=LOC114959050;gbkey=Gene;gene=LOC114959050;gene_biotype=protein_coding::NC_058067.1:29513724-29514724,163,-22.85,2 21,288 313,23,69.57%,78.26%,0.1166936791,Acropora pulchra
LOC114959050,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-6,ID=gene-LOC114959050;Dbxref=GeneID:114959050;Name=LOC114959050;gbkey=Gene;gene=LOC114959050;gene_biotype=protein_coding::NC_058067.1:29513724-29514724,163,-22.85,2 21,288 313,23,69.57%,78.26%,0.09978435601,Acropora pulchra
LOC114952224,GO:0016020,membrane,8148,778,753.59,1.60E-05,Cellular Components,apul-mir-novel-21,ID=gene-LOC114952224;Dbxref=GeneID:114952224;Name=LOC114952224;gbkey=Gene;gene=LOC114952224;gene_biotype=protein_coding::NC_058067.1:32395732-32396732,167,-21.01,2 21,98 120,20,70.00%,90.00%,0.09548355425,Acropora pulchra
LOC114952224,GO:0016020,membrane,8148,778,753.59,1.60E-05,Cellular Components,apul-mir-novel-23,ID=gene-LOC114952224;Dbxref=GeneID:114952224;Name=LOC114952224;gbkey=Gene;gene=LOC114952224;gene_biotype=protein_coding::NC_058067.1:32395732-32396732,153,-20.05,2 21,482 504,21,66.67%,80.95%,0.09548355425,Acropora pulchra
LOC114952224,GO:0016020,membrane,8148,778,753.59,1.60E-05,Cellular Components,apul-mir-novel-9,ID=gene-LOC114952224;Dbxref=GeneID:114952224;Name=LOC114952224;gbkey=Gene;gene=LOC114952224;gene_biotype=protein_coding::NC_058067.1:32395732-32396732,171,-25.24,2 22,976 997,20,80.00%,85.00%,0.09548355425,Acropora pulchra
LOC114955819,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-7,ID=gene-LOC114955819;Dbxref=GeneID:114955819;Name=LOC114955819;gbkey=Gene;gene=LOC114955819;gene_biotype=protein_coding::NC_058067.1:34187775-34188483,156,-21.07,2 17,132 153,15,80.00%,80.00%,0.09978435601,Acropora pulchra
LOC114955819,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-7,ID=gene-LOC114955819;Dbxref=GeneID:114955819;Name=LOC114955819;gbkey=Gene;gene=LOC114955819;gene_biotype=protein_coding::NC_058067.1:34187775-34188483,156,-21.07,2 17,132 153,15,80.00%,80.00%,0.09978435601,Acropora pulchra
LOC122957341,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-9,ID=gene-LOC122957341;Dbxref=GeneID:122957341;Name=LOC122957341;gbkey=Gene;gene=LOC122957341;gene_biotype=protein_coding::NC_058067.1:35414800-35415800,152,-22.76,2 22,907 931,22,63.64%,72.73%,0.09978435601,Acropora pulchra
LOC122957341,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-9,ID=gene-LOC122957341;Dbxref=GeneID:122957341;Name=LOC122957341;gbkey=Gene;gene=LOC122957341;gene_biotype=protein_coding::NC_058067.1:35414800-35415800,152,-22.76,2 22,907 931,22,63.64%,72.73%,0.09978435601,Acropora pulchra
LOC114977230,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-7,ID=gene-LOC114977230;Dbxref=GeneID:114977230;Name=LOC114977230;gbkey=Gene;gene=LOC114977230;gene_biotype=protein_coding::NC_058067.1:36697129-36697913,163,-24.14,2 16,255 276,14,85.71%,92.86%,0.09978435601,Acropora pulchra
LOC114976916,GO:0005783,endoplasmic reticulum,1440,145,133.18,0.00146,Cellular Components,apul-mir-novel-7,ID=gene-LOC114976916;Dbxref=GeneID:114976916;Name=LOC114976916;gbkey=Gene;gene=LOC114976916;gene_biotype=protein_coding::NC_058067.1:36963628-36964628,148,-20.08,2 18,500 522,17,70.59%,76.47%,0.1006944444,Acropora pulchra
LOC122957392,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-13,ID=gene-LOC122957392;Dbxref=GeneID:122957392;Name=LOC122957392;gbkey=Gene;gene=LOC122957392;gene_biotype=protein_coding::NC_058067.1:3022816-3023816,170,-23.1,2 15,131 152,13,100.00%,100.00%,0.09978435601,Acropora pulchra
LOC114958089,GO:0005615,extracellular space,1430,136,132.26,4.50E-05,Cellular Components,apul-mir-novel-7,ID=gene-LOC114958089;Dbxref=GeneID:114958089;Name=LOC114958089;gbkey=Gene;gene=LOC114958089;gene_biotype=protein_coding::NC_058067.1:3039294-3040294,158,-30.6,2 20,158 178,19,84.21%,84.21%,0.0951048951,Acropora pulchra
LOC114955795,GO:0005615,extracellular space,1430,136,132.26,4.50E-05,Cellular Components,apul-mir-novel-23,ID=gene-LOC114955795;Dbxref=GeneID:114955795;Name=LOC114955795;gbkey=Gene;gene=LOC114955795;gene_biotype=protein_coding::NC_058067.1:4265557-4266167,170,-29.62,2 21,444 464,19,84.21%,84.21%,0.0951048951,Acropora pulchra
LOC114966729,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-2022,ID=gene-LOC114966729;Dbxref=GeneID:114966729;Name=LOC114966729;gbkey=Gene;gene=LOC114966729;gene_biotype=protein_coding::NC_058068.1:230439-231439,166,-25.42,2 20,805 830,21,71.43%,85.71%,0.09978435601,Acropora pulchra
LOC114960956,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-15,ID=gene-LOC114960956;Dbxref=GeneID:114960956;Name=LOC114960956;gbkey=Gene;gene=LOC114960956;gene_biotype=protein_coding::NC_058068.1:2029157-2030157,145,-20.11,2 21,877 896,19,63.16%,73.68%,0.09978435601,Acropora pulchra
LOC114952788,GO:0005794,Golgi apparatus,1354,131,125.23,1.20E-05,Cellular Components,apul-mir-2036,ID=gene-LOC114952788;Dbxref=GeneID:114952788;Name=LOC114952788;gbkey=Gene;gene=LOC114952788;gene_biotype=protein_coding::NC_058068.1:5008621-5009621,165,-23.15,2 23,84 111,25,68.00%,76.00%,0.09675036928,Acropora pulchra
LOC114952788,GO:0016020,membrane,8148,778,753.59,1.60E-05,Cellular Components,apul-mir-2036,ID=gene-LOC114952788;Dbxref=GeneID:114952788;Name=LOC114952788;gbkey=Gene;gene=LOC114952788;gene_biotype=protein_coding::NC_058068.1:5008621-5009621,165,-23.15,2 23,84 111,25,68.00%,76.00%,0.09548355425,Acropora pulchra
LOC122957623,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-7,ID=gene-LOC122957623;Dbxref=GeneID:122957623;Name=LOC122957623;gbkey=Gene;gene=LOC122957623;gene_biotype=protein_coding::NC_058068.1:5268758-5269758,149,-22.15,2 19,239 261,18,66.67%,77.78%,0.09978435601,Acropora pulchra
LOC122957636,GO:0005615,extracellular space,1430,136,132.26,4.50E-05,Cellular Components,apul-mir-novel-25a,ID=gene-LOC122957636;Dbxref=GeneID:122957636;Name=LOC122957636;gbkey=Gene;gene=LOC122957636;gene_biotype=protein_coding::NC_058068.1:6069257-6070257,159,-20.38,2 20,488 509,18,72.22%,77.78%,0.0951048951,Acropora pulchra
LOC122957636,GO:0005615,extracellular space,1430,136,132.26,4.50E-05,Cellular Components,apul-mir-novel-25b,ID=gene-LOC122957636;Dbxref=GeneID:122957636;Name=LOC122957636;gbkey=Gene;gene=LOC122957636;gene_biotype=protein_coding::NC_058068.1:6069257-6070257,159,-20.38,2 20,488 509,18,72.22%,77.78%,0.0951048951,Acropora pulchra
LOC114976846,GO:0005794,Golgi apparatus,1354,131,125.23,1.20E-05,Cellular Components,apul-mir-novel-15,ID=gene-LOC114976846;Dbxref=GeneID:114976846;Name=LOC114976846;gbkey=Gene;gene=LOC114976846;gene_biotype=protein_coding::NC_058068.1:6380358-6381358,164,-25.16,2 21,366 387,19,73.68%,78.95%,0.09675036928,Acropora pulchra
LOC114965622,GO:0005615,extracellular space,1430,136,132.26,4.50E-05,Cellular Components,apul-mir-novel-3,ID=gene-LOC114965622;Dbxref=GeneID:114965622;Name=LOC114965622;gbkey=Gene;gene=LOC114965622;gene_biotype=protein_coding::NC_058068.1:7725193-7726193,172,-21.37,2 21,538 559,19,73.68%,89.47%,0.0951048951,Acropora pulchra
LOC114965622,GO:0043025,neuronal cell body,617,72,57.06,5.10E-07,Cellular Components,apul-mir-novel-3,ID=gene-LOC114965622;Dbxref=GeneID:114965622;Name=LOC114965622;gbkey=Gene;gene=LOC114965622;gene_biotype=protein_coding::NC_058068.1:7725193-7726193,172,-21.37,2 21,538 559,19,73.68%,89.47%,0.1166936791,Acropora pulchra
LOC114968965,GO:0005615,extracellular space,1430,136,132.26,4.50E-05,Cellular Components,apul-mir-novel-26,ID=gene-LOC114968965;Dbxref=GeneID:114968965;Name=LOC114968965;gbkey=Gene;gene=LOC114968965;gene_biotype=protein_coding::NC_058068.1:11427923-11428923,162,-23.45,2 20,232 254,20,75.00%,80.00%,0.0951048951,Acropora pulchra
LOC114968965,GO:0009986,cell surface,729,66,67.42,0.00353,Cellular Components,apul-mir-novel-26,ID=gene-LOC114968965;Dbxref=GeneID:114968965;Name=LOC114968965;gbkey=Gene;gene=LOC114968965;gene_biotype=protein_coding::NC_058068.1:11427923-11428923,162,-23.45,2 20,232 254,20,75.00%,80.00%,0.09053497942,Acropora pulchra
LOC114968965,GO:0062023,collagen-containing extracellular matrix,598,63,55.31,2.80E-05,Cellular Components,apul-mir-novel-26,ID=gene-LOC114968965;Dbxref=GeneID:114968965;Name=LOC114968965;gbkey=Gene;gene=LOC114968965;gene_biotype=protein_coding::NC_058068.1:11427923-11428923,162,-23.45,2 20,232 254,20,75.00%,80.00%,0.1053511706,Acropora pulchra
LOC122957729,GO:0005615,extracellular space,1430,136,132.26,4.50E-05,Cellular Components,apul-mir-novel-26,ID=gene-LOC122957729;Dbxref=GeneID:122957729;Name=LOC122957729;gbkey=Gene;gene=LOC122957729;gene_biotype=protein_coding::NC_058068.1:11388201-11389201,162,-23.45,2 20,239 261,20,75.00%,80.00%,0.0951048951,Acropora pulchra
LOC122957729,GO:0009986,cell surface,729,66,67.42,0.00353,Cellular Components,apul-mir-novel-26,ID=gene-LOC122957729;Dbxref=GeneID:122957729;Name=LOC122957729;gbkey=Gene;gene=LOC122957729;gene_biotype=protein_coding::NC_058068.1:11388201-11389201,162,-23.45,2 20,239 261,20,75.00%,80.00%,0.09053497942,Acropora pulchra
LOC122957729,GO:0062023,collagen-containing extracellular matrix,598,63,55.31,2.80E-05,Cellular Components,apul-mir-novel-26,ID=gene-LOC122957729;Dbxref=GeneID:122957729;Name=LOC122957729;gbkey=Gene;gene=LOC122957729;gene_biotype=protein_coding::NC_058068.1:11388201-11389201,162,-23.45,2 20,239 261,20,75.00%,80.00%,0.1053511706,Acropora pulchra
LOC114958275,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-2025,ID=gene-LOC114958275;Dbxref=GeneID:114958275;Name=LOC114958275;gbkey=Gene;gene=LOC114958275;gene_biotype=protein_coding::NC_058068.1:17030561-17031277,172,-22.78,2 21,122 144,19,73.68%,89.47%,0.09978435601,Acropora pulchra
LOC114947270,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-5,ID=gene-LOC114947270;Dbxref=GeneID:114947270;Name=LOC114947270;gbkey=Gene;gene=LOC114947270;gene_biotype=protein_coding::NC_058068.1:18397983-18398983,171,-23.2,2 21,915 939,20,80.00%,85.00%,0.09978435601,Acropora pulchra
LOC114947270,GO:0016020,membrane,8148,778,753.59,1.60E-05,Cellular Components,apul-mir-novel-5,ID=gene-LOC114947270;Dbxref=GeneID:114947270;Name=LOC114947270;gbkey=Gene;gene=LOC114947270;gene_biotype=protein_coding::NC_058068.1:18397983-18398983,171,-23.2,2 21,915 939,20,80.00%,85.00%,0.09548355425,Acropora pulchra
LOC114947270,GO:0030424,axon,763,79,70.57,0.01091,Cellular Components,apul-mir-novel-5,ID=gene-LOC114947270;Dbxref=GeneID:114947270;Name=LOC114947270;gbkey=Gene;gene=LOC114947270;gene_biotype=protein_coding::NC_058068.1:18397983-18398983,171,-23.2,2 21,915 939,20,80.00%,85.00%,0.1035386632,Acropora pulchra
LOC114958024,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-5,ID=gene-LOC114958024;Dbxref=GeneID:114958024;Name=LOC114958024;gbkey=Gene;gene=LOC114958024;gene_biotype=protein_coding::NC_058068.1:18859094-18860094,164,-21.7,2 23,445 467,21,66.67%,85.71%,0.09978435601,Acropora pulchra
LOC114958024,GO:0030424,axon,763,79,70.57,0.01091,Cellular Components,apul-mir-novel-5,ID=gene-LOC114958024;Dbxref=GeneID:114958024;Name=LOC114958024;gbkey=Gene;gene=LOC114958024;gene_biotype=protein_coding::NC_058068.1:18859094-18860094,164,-21.7,2 23,445 467,21,66.67%,85.71%,0.1035386632,Acropora pulchra
LOC114958024,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-5,ID=gene-LOC114958024;Dbxref=GeneID:114958024;Name=LOC114958024;gbkey=Gene;gene=LOC114958024;gene_biotype=protein_coding::NC_058068.1:18859094-18860094,164,-21.7,2 23,445 467,21,66.67%,85.71%,0.09978435601,Acropora pulchra
LOC114958024,GO:0030424,axon,763,79,70.57,0.01091,Cellular Components,apul-mir-novel-5,ID=gene-LOC114958024;Dbxref=GeneID:114958024;Name=LOC114958024;gbkey=Gene;gene=LOC114958024;gene_biotype=protein_coding::NC_058068.1:18859094-18860094,164,-21.7,2 23,445 467,21,66.67%,85.71%,0.1035386632,Acropora pulchra
LOC114958024,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-5,ID=gene-LOC114958024;Dbxref=GeneID:114958024;Name=LOC114958024;gbkey=Gene;gene=LOC114958024;gene_biotype=protein_coding::NC_058068.1:18859094-18860094,164,-21.7,2 23,445 467,21,66.67%,85.71%,0.09978435601,Acropora pulchra
LOC114958024,GO:0030424,axon,763,79,70.57,0.01091,Cellular Components,apul-mir-novel-5,ID=gene-LOC114958024;Dbxref=GeneID:114958024;Name=LOC114958024;gbkey=Gene;gene=LOC114958024;gene_biotype=protein_coding::NC_058068.1:18859094-18860094,164,-21.7,2 23,445 467,21,66.67%,85.71%,0.1035386632,Acropora pulchra
LOC114958024,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-5,ID=gene-LOC114958024;Dbxref=GeneID:114958024;Name=LOC114958024;gbkey=Gene;gene=LOC114958024;gene_biotype=protein_coding::NC_058068.1:18859094-18860094,164,-21.7,2 23,445 467,21,66.67%,85.71%,0.09978435601,Acropora pulchra
LOC114958024,GO:0030424,axon,763,79,70.57,0.01091,Cellular Components,apul-mir-novel-5,ID=gene-LOC114958024;Dbxref=GeneID:114958024;Name=LOC114958024;gbkey=Gene;gene=LOC114958024;gene_biotype=protein_coding::NC_058068.1:18859094-18860094,164,-21.7,2 23,445 467,21,66.67%,85.71%,0.1035386632,Acropora pulchra
LOC114958024,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-5,ID=gene-LOC114958024;Dbxref=GeneID:114958024;Name=LOC114958024;gbkey=Gene;gene=LOC114958024;gene_biotype=protein_coding::NC_058068.1:18859094-18860094,164,-21.7,2 23,445 467,21,66.67%,85.71%,0.09978435601,Acropora pulchra
LOC114958024,GO:0030424,axon,763,79,70.57,0.01091,Cellular Components,apul-mir-novel-5,ID=gene-LOC114958024;Dbxref=GeneID:114958024;Name=LOC114958024;gbkey=Gene;gene=LOC114958024;gene_biotype=protein_coding::NC_058068.1:18859094-18860094,164,-21.7,2 23,445 467,21,66.67%,85.71%,0.1035386632,Acropora pulchra
LOC114958024,GO:0005886,plasma membrane,5101,509,471.78,7.40E-18,Cellular Components,apul-mir-novel-5,ID=gene-LOC114958024;Dbxref=GeneID:114958024;Name=LOC114958024;gbkey=Gene;gene=LOC114958024;gene_biotype=protein_coding::NC_058068.1:18859094-18860094,164,-21.7,2 23,445 467,21,66.67%,85.71%,0.09978435601,Acropora pulchra
